state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Year
Jharkhand,Khunti,Meenakshi Munda,F,40,ST,IND,Pot,10976,13,10989,1202664,2019
Jharkhand,Khunti,Sukhram Herenj,M,65,ST,IND,Stool,5254,1,5255,1202664,2019
Jharkhand,Khunti,NOTA,,,,NOTA,,21236,9,21245,1202664,2019
Jharkhand,Lohardaga,Dinesh Oraon,M,26,ST,AITC,Flowers and Grass,9500,143,9643,1234286,2019
Jharkhand,Lohardaga,Sharvan Kumar Panna,M,40,ST,BSP,Elephant,3992,56,4048,1234286,2019
Jharkhand,Lohardaga,Sukhdeo Bhagat,M,57,ST,INC,Hand,360068,1164,361232,1234286,2019
Jharkhand,Lohardaga,Sudarshan Bhagat,M,52,ST,BJP,Lotus,369527,2068,371595,1234286,2019
Jharkhand,Lohardaga,Deokumar Dhan,M,53,ST,JKP,Basket Containing Fruits,19397,149,19546,1234286,2019
Jharkhand,Lohardaga,Ajit Kumar Bhagat,M,34,ST,IND,Football,2867,13,2880,1234286,2019
Jharkhand,Lohardaga,Amber Saurav Kunal,M,25,ST,IND,Balloon,1889,0,1889,1234286,2019
Jharkhand,Lohardaga,Anand Paul Tirkey,M,27,ST,IND,Ganna Kisan,2297,42,2339,1234286,2019
Jharkhand,Lohardaga,Alon Baxla,M,47,ST,IND,Computer,2304,13,2317,1234286,2019
Jharkhand,Lohardaga,Ekus Dhan,M,65,ST,IND,Football Player,2335,6,2341,1234286,2019
Jharkhand,Lohardaga,Kalindra Oraon,M,43,ST,IND,Jackfruit,4052,9,4061,1234286,2019
Jharkhand,Lohardaga,Raghunath Mahli,M,47,ST,IND,Tractor Chalata Kisan,8948,2,8950,1234286,2019
Jharkhand,Lohardaga,Sanjay Oraon,M,41,ST,IND,Air Conditioner,10658,5,10663,1234286,2019
Jharkhand,Lohardaga,Saniya Oraon,M,49,ST,IND,Helicopter,5256,7,5263,1234286,2019
Jharkhand,Lohardaga,NOTA,,,,NOTA,,10770,13,10783,1234286,2019
Jharkhand,Palamau,Anjana Bhuiyan,F,47,SC,BSP,Elephant,53452,145,53597,1881441,2019
Jharkhand,Palamau,Ghuran Ram,M,51,SC,RJD,Hurricane Lamp,276967,1086,278053,1881441,2019
Jharkhand,Palamau,Vishnu Dayal Ram,M,68,SC,BJP,Lotus,753240,2419,755659,1881441,2019
Jharkhand,Palamau,Amindra Paswan,M,33,SC,BLSD,Tractor Chalata Kisan,13039,8,13047,1881441,2019
Jharkhand,Palamau,Uday Kumar Paswan,M,31,SC,JSVP,Auto-Rickshaw,4163,1,4164,1881441,2019
Jharkhand,Palamau,Umesh Kumar Paswan,M,34,SC,VPI,Gas Cylinder,5094,5,5099,1881441,2019
Jharkhand,Palamau,Prayag Ram,M,45,SC,PSS,Pressure Cooker,2774,9,2783,1881441,2019
Jharkhand,Palamau,Baban Bhuiya,M,31,SC,JPJD,Diesel Pump,2857,4,2861,1881441,2019
Jharkhand,Palamau,Balkesh Prasad Paswan,M,54,SC,ANC,Gramophone,4100,21,4121,1881441,2019
Jharkhand,Palamau,Madan Ram,M,52,SC,CPIM,Saw,2417,3,2420,1881441,2019
Jharkhand,Palamau,Shayam Narayn Bhuian,M,61,SC,BMUP,Cot,3091,2,3093,1881441,2019
Jharkhand,Palamau,Sushma Mehta,F,40,SC,CPI(ML)(L),Flag with Three Stars,4996,8,5004,1881441,2019
Jharkhand,Palamau,Jorawar Ram,M,69,SC,IND,Black Board,7260,7,7267,1881441,2019
Jharkhand,Palamau,Dinesh Ram,M,40,SC,IND,Cup & Saucer,19490,1,19491,1881441,2019
Jharkhand,Palamau,Ram Ji Paswan,M,65,SC,IND,Basket Containing Fruits,13094,3,13097,1881441,2019
Jharkhand,Palamau,Vijay Kumar,M,28,SC,IND,Belt,13958,3,13961,1881441,2019
Jharkhand,Palamau,Vijay Ram,M,36,SC,IND,Flute,4928,1,4929,1881441,2019
Jharkhand,Palamau,Shrawan Kumar Ravi,M,37,SC,IND,Bat,5850,1,5851,1881441,2019
Jharkhand,Palamau,Satyendra Kumar Paswan,M,40,SC,IND,Batsman,9437,5,9442,1881441,2019
Jharkhand,Palamau,NOTA,,,,NOTA,,5762,46,5808,1881441,2019
Jharkhand,Hazaribagh,Gopal Prasad Sahu,M,74,General,INC,Hand,249022,228,249250,1667465,2019
Jharkhand,Hazaribagh,Jayant Sinha,M,55,General,BJP,Lotus,727359,1439,728798,1667465,2019
Jharkhand,Hazaribagh,Bhubneshwar Prasad Mehta,M,73,General,CPI,Ears Of Corn and Sickle,32074,35,32109,1667465,2019
Jharkhand,Hazaribagh,Vinod Kumar,M,62,SC,BSP,Elephant,8768,25,8793,1667465,2019
Jharkhand,Hazaribagh,Krishan Kumar Singh,M,28,ST,BHAPRAP,Ludo,1688,2,1690,1667465,2019
Jharkhand,Hazaribagh,Jagat Kumar Soni,M,35,General,BHAZS,Football,1527,0,1527,1667465,2019
Jharkhand,Hazaribagh,Bhawesh Kumar Mishra,M,43,General,BJKD,Water Melon,1840,2,1842,1667465,2019
Jharkhand,Hazaribagh,Misbahul Islam,M,47,General,PPID,Black Board,1716,0,1716,1667465,2019
Jharkhand,Hazaribagh,Md. Mubarak,M,45,General,JAC,Ganna Kisan,1795,7,1802,1667465,2019
Jharkhand,Hazaribagh,Rajni Devi,F,39,General,JPJD,Diesel Pump,2131,6,2137,1667465,2019
Jharkhand,Hazaribagh,Rajesh Ranjan,M,38,General,SUCI(C),Scissors,2179,2,2181,1667465,2019
Jharkhand,Hazaribagh,Rameshwar Ram Kushwaha,M,49,General,AIFB,Lion,2393,3,2396,1667465,2019
Jharkhand,Hazaribagh,Gautam Kumar,M,29,General,IND,Air Conditioner,3046,2,3048,1667465,2019
Jharkhand,Hazaribagh,Tekochand Mahto,M,28,General,IND,Bucket,5608,4,5612,1667465,2019
Jharkhand,Hazaribagh,Md. Moin Uddin Ahmad,M,42,General,IND,Tractor Chalata Kisan,15659,1,15660,1667465,2019
Jharkhand,Hazaribagh,Ramavtar Mahto,M,34,General,IND,Batsman,14826,3,14829,1667465,2019
Jharkhand,Hazaribagh,NOTA,,,,NOTA,,7524,15,7539,1667465,2019
Uttarakhand,Tehri Garhwal,Pritam Singh,M,60,ST,INC,Hand,262171,2576,264747,1493543,2019
Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,F,68,General,BJP,Lotus,556120,9213,565333,1493543,2019
Uttarakhand,Tehri Garhwal,Rajendra Purohit,M,57,General,CPIM,"Hammer, Sickle and Star",6605,21,6626,1493543,2019
Uttarakhand,Tehri Garhwal,Satyapal,M,62,SC,BSP,Elephant,4498,84,4582,1493543,2019
Uttarakhand,Tehri Garhwal,Anu Pant,M,32,General,UKDD,Electric Pole,708,15,723,1493543,2019
Uttarakhand,Tehri Garhwal,Gautam Singh Bisht,M,46,General,SAVIPA,Cot,673,15,688,1493543,2019
Uttarakhand,Tehri Garhwal,Jay Prakash Upadhyay,M,44,General,UKKD,Chair,1146,11,1157,1493543,2019
Uttarakhand,Tehri Garhwal,(Ca) Sanjay Kundaliya,M,47,General,UTPP,Television,1090,8,1098,1493543,2019
Uttarakhand,Tehri Garhwal,Gopal Mani,M,59,General,IND,Man Blowing Turha,10540,146,10686,1493543,2019
Uttarakhand,Tehri Garhwal,Daulat Kunwar,M,48,ST,IND,Cup & Saucer,1374,25,1399,1493543,2019
Uttarakhand,Tehri Garhwal,Brij Bhushan Karanwal,M,41,SC,IND,Basket Containing Fruits,1953,9,1962,1493543,2019
Uttarakhand,Tehri Garhwal,Barhm Dev Jha,M,53,General,IND,Gas Cylinder,1444,2,1446,1493543,2019
Uttarakhand,Tehri Garhwal,Madhu Shah,F,34,SC,IND,Bat,1470,13,1483,1493543,2019
Uttarakhand,Tehri Garhwal,Sanjay Goyal,M,46,General,IND,Sewing Machine,2405,1,2406,1493543,2019
Uttarakhand,Tehri Garhwal,Sardar Khan (Pappu),M,57,General,IND,Truck,5454,3,5457,1493543,2019
Uttarakhand,Tehri Garhwal,NOTA,,,,NOTA,,6155,121,6276,1493543,2019
Uttarakhand,Garhwal,Tirath Singh Rawat,M,55,General,BJP,Lotus,487613,19367,506980,1355796,2019
Uttarakhand,Garhwal,Manish Khanduri,M,50,General,INC,Hand,202610,1701,204311,1355796,2019
Uttarakhand,Garhwal,Dilendrr Pal Singh,M,42,General,UKDD,Electric Pole,5212,71,5283,1355796,2019
Uttarakhand,Garhwal,Dr. Mukesh Semwal,M,47,General,SUCI(C),Battery Torch,1404,33,1437,1355796,2019
Uttarakhand,Garhwal,Shanti Prasad Bhatt,M,53,General,UKKD,Chair,1877,74,1951,1355796,2019
Uttarakhand,Garhwal,Anandmani Dutt Joshi,M,51,General,IND,Camera,1429,24,1453,1355796,2019
Uttarakhand,Garhwal,Bhagwat Prasad,M,57,General,IND,Belt,1581,20,1601,1355796,2019
Uttarakhand,Garhwal,Dr. Ramendra Singh Bhandari,M,40,General,IND,Balloon,2165,25,2190,1355796,2019
Uttarakhand,Garhwal,Vinod Prasad Notiyal,M,43,General,IND,Basket Containing Fruits,5277,25,5302,1355796,2019
Uttarakhand,Garhwal,NOTA,,,,NOTA,,12181,95,12276,1355796,2019
Uttarakhand,Almora,Ajay Tamta,M,46,SC,BJP,Lotus,430455,14196,444651,1337808,2019
Uttarakhand,Almora,Pradeep Tamta,M,60,SC,INC,Hand,209836,1829,211665,1337808,2019
Uttarakhand,Almora,Sunder Dhoni (Advocate),M,41,SC,BSP,Elephant,10059,131,10190,1337808,2019
Uttarakhand,Almora,K. L. Arya,M,61,SC,UKKD,Chair,3991,69,4060,1337808,2019
Uttarakhand,Almora,Dropadi Verma,F,59,SC,UKDD,Electric Pole,2981,69,3050,1337808,2019
Uttarakhand,Almora,Advocate Vimla Arya,F,32,SC,UPP,Scissors,5291,60,5351,1337808,2019
Uttarakhand,Almora,NOTA,,,,NOTA,,15311,194,15505,1337808,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Ajay Bhatt,M,57,General,BJP,Lotus,765173,7022,772195,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Er. Navneet Agarwal,M,46,General,BSP,Elephant,28271,184,28455,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Harish Rawat,M,71,General,INC,Hand,431101,1998,433099,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Com.Rade Dr. Kailash Pandey,M,47,General,CPI(ML)(L),Flag with Three Stars,5468,20,5488,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Er. Jyoti Prakash Tamta,M,65,SC,BMUP,Cot,2045,8,2053,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Prem Prasad Arya,M,71,SC,PLM,Man Blowing Turha,3332,7,3339,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,Sukumar Vishvas,M,68,General,IND,Telephone,3326,7,3333,1828433,2019
Uttarakhand,Nainital-Udhamsingh Nagar,NOTA,,,,NOTA,,10540,68,10608,1828433,2019
Uttarakhand,Haridwar,Dr. Antriksh Saini,M,60,General,BSP,Elephant,173169,359,173528,1840738,2019
Uttarakhand,Haridwar,Ambrish Kumar,M,70,General,INC,Hand,406264,681,406945,1840738,2019
Uttarakhand,Haridwar,Ramesh Pokhriyal 'Nishank',M,59,General,BJP,Lotus,661050,4624,665674,1840738,2019
Uttarakhand,Haridwar,Tribirendra Singh Rawat,M,30,General,UKDD,Electric Pole,3539,34,3573,1840738,2019
Uttarakhand,Haridwar,Narendra Chauhan,M,45,General,BASAPA,Air Conditioner,935,2,937,1840738,2019
Uttarakhand,Haridwar,Furkan Ali Advocate,M,56,General,PSPL,Key,705,2,707,1840738,2019
Uttarakhand,Haridwar,Bhanpal Singh,M,65,SC,BMUP,Cot,801,2,803,1840738,2019
Uttarakhand,Haridwar,Reenu,F,38,General,HND,Water Tank,884,13,897,1840738,2019
Uttarakhand,Haridwar,Lalit Kumar,M,31,General,PPID,Black Board,734,4,738,1840738,2019
Uttarakhand,Haridwar,Surendra Kumar Upadhayay,M,36,General,UKKD,Chair,1653,9,1662,1840738,2019
Uttarakhand,Haridwar,Aadil,M,30,General,IND,Camera,1315,4,1319,1840738,2019
Uttarakhand,Haridwar,Dharmendra,M,45,General,IND,Robot,1133,1,1134,1840738,2019
Uttarakhand,Haridwar,Bachi Singh,M,32,General,IND,Balloon,1365,2,1367,1840738,2019
Uttarakhand,Haridwar,Thakur Manish Singh (Verma) Swabhimani,M,47,General,IND,Man Blowing Turha,2910,3,2913,1840738,2019
Uttarakhand,Haridwar,Shishupal Singh,M,46,General,IND,Diamond,2549,3,2552,1840738,2019
Uttarakhand,Haridwar,NOTA,,,,NOTA,,6207,74,6281,1840738,2019
Telangana,Adilabad,Godam Nagesh,M,54,ST,TRS,Car,318665,149,318814,1489790,2019
Telangana,Adilabad,Rathod Ramesh,M,52,ST,INC,Hand,314057,181,314238,1489790,2019
Telangana,Adilabad,Soyam Bapu Rao,M,52,ST,BJP,Lotus,376892,482,377374,1489790,2019
Telangana,Adilabad,Kumram Vandana,F,35,ST,NPRP,Tractor Chalata Kisan,8005,2,8007,1489790,2019
Telangana,Adilabad,Dharavath Narendhar Naik,M,27,ST,JNP,Glass Tumbler,5233,8,5241,1489790,2019
Telangana,Adilabad,Pawar Krishna,M,38,ST,RAJPA,Helmet,2702,3,2705,1489790,2019
Telangana,Adilabad,Bheemrao,M,33,ST,APOI,Coat,6833,4,6837,1489790,2019
Telangana,Adilabad,Aare Ellanna,M,53,ST,IND,Bat,3019,0,3019,1489790,2019
Telangana,Adilabad,Kumra Raju,M,29,ST,IND,Ring,4388,0,4388,1489790,2019
Telangana,Adilabad,Ganta Pentanna,M,47,ST,IND,Pot,4548,0,4548,1489790,2019
Telangana,Adilabad,Nethavath Ramdas,M,46,ST,IND,Gas Cylinder,5523,0,5523,1489790,2019
Telangana,Adilabad,NOTA,,,,NOTA,,13030,6,13036,1489790,2019
Telangana,Peddapalle,Agam Chandrasekhar,M,60,SC,INC,Hand,345955,186,346141,1479091,2019
Telangana,Peddapalle,S. Kumar,M,52,SC,BJP,Lotus,92305,301,92606,1479091,2019
Telangana,Peddapalle,Bala Kalyan Panja,M,36,SC,BSP,Elephant,10194,9,10203,1479091,2019
Telangana,Peddapalle,Venkatesh Netha Borlakunta,M,42,SC,TRS,Car,441007,314,441321,1479091,2019
Telangana,Peddapalle,Erugurala Bhagyalaxmi,F,27,SC,PPOI,Flute,4044,11,4055,1479091,2019
Telangana,Peddapalle,S. Krishna,M,34,SC,SDC,Well,3501,0,3501,1479091,2019
Telangana,Peddapalle,Thadem Raju,M,42,SC,IPBP,Trumpet,1965,0,1965,1479091,2019
Telangana,Peddapalle,Velthuru Mallaiah,M,63,SC,RPI(KH),Helicopter,2597,1,2598,1479091,2019
Telangana,Peddapalle,Sabbani Krishna,M,56,SC,MCPI,Computer,6814,4,6818,1479091,2019
Telangana,Peddapalle,Sankenapalli Devadas,M,40,SC,ACDP,Jackfruit,2215,0,2215,1479091,2019
Telangana,Peddapalle,Arsham Ashok,M,31,SC,IND,Gas Cylinder,2459,0,2459,1479091,2019
Telangana,Peddapalle,Ambala Mahendar,M,46,SC,IND,Tractor Chalata Kisan,6902,3,6905,1479091,2019
Telangana,Peddapalle,Kuntala Narsaiah,M,42,SC,IND,Road Roller,18217,2,18219,1479091,2019
Telangana,Peddapalle,Gaddala Vinay Kumar,M,62,SC,IND,Glass Tumbler,6537,0,6537,1479091,2019
Telangana,Peddapalle,Godisella Nagamani,F,28,SC,IND,Frock,3885,1,3886,1479091,2019
Telangana,Peddapalle,Durgam Rajanna,M,27,SC,IND,Bat,7383,1,7384,1479091,2019
Telangana,Peddapalle,Rajesh Erikilla,M,31,SC,IND,Ship,4267,0,4267,1479091,2019
Telangana,Peddapalle,NOTA,,,,NOTA,,8951,20,8971,1479091,2019
Telangana,Karimnagar,Ponnam Prabhaker,M,52,General,INC,Hand,179140,118,179258,1651543,2019
Telangana,Karimnagar,Bandi Sanjay Kumar,M,47,General,BJP,Lotus,497462,814,498276,1651543,2019
Telangana,Karimnagar,Boianapalli Vinod Kumar,M,59,General,TRS,Car,408560,208,408768,1651543,2019
Telangana,Karimnagar,Venkanna Anagandula,M,43,General,BSP,Elephant,9753,11,9764,1651543,2019
Telangana,Karimnagar,Anilkumar Chintha,M,33,General,PPOI,Flute,1269,0,1269,1651543,2019
Telangana,Karimnagar,Aila Prasanna,F,45,General,ACDP,Jackfruit,1458,1,1459,1651543,2019
Telangana,Karimnagar,Palle Prashanth,M,28,General,JASWP,Walking Stick,1056,0,1056,1651543,2019
Telangana,Karimnagar,Reddy Venugopal,M,32,General,SMFB,Crane,1431,0,1431,1651543,2019
Telangana,Karimnagar,Kota Shyamkumar,M,31,General,IND,Batsman,1454,0,1454,1651543,2019
Telangana,Karimnagar,Gangarapu Thirupathi,M,45,SC,IND,Gas Cylinder,1814,0,1814,1651543,2019
Telangana,Karimnagar,Chiliveru Srikanth,M,36,General,IND,Frock,3470,0,3470,1651543,2019
Telangana,Karimnagar,Durvasa Reddy Pakala,M,38,General,IND,Matchbox,11635,2,11637,1651543,2019
Telangana,Karimnagar,Pabba Bhanu Laxman,M,25,General,IND,Diamond,6384,1,6385,1651543,2019
Telangana,Karimnagar,Mukkisa Rathnakar Reddy,M,42,General,IND,Bat,5851,0,5851,1651543,2019
Telangana,Karimnagar,Rameshbabu Shanigarapu,M,34,SC,IND,Television,7826,0,7826,1651543,2019
Telangana,Karimnagar,NOTA,,,,NOTA,,7975,4,7979,1651543,2019
Telangana,Nizamabad,Arvind Dharmapuri,M,43,General,BJP,Lotus,479748,836,480584,1553385,2019
Telangana,Nizamabad,Kalvakuntla Kavitha,F,41,General,TRS,Car,409481,228,409709,1553385,2019
Telangana,Nizamabad,Madhu Goud Yaskhi,M,61,General,INC,Hand,69173,67,69240,1553385,2019
Telangana,Nizamabad,Anjaiah Kondani,M,36,General,PPOI,Flute,1229,0,1229,1553385,2019
Telangana,Nizamabad,Bathnathe Shankar,M,42,General,JNP,Glass Tumbler,2019,4,2023,1553385,2019
Telangana,Nizamabad,Rotte Chakradhar Sharma,M,38,General,SMFB,Crane,495,0,495,1553385,2019
Telangana,Nizamabad,S. Sagar,M,36,SC,BMUP,Cot,754,3,757,1553385,2019
Telangana,Nizamabad,Anjaiah,M,38,General,IND,Baby Walker,325,0,325,1553385,2019
Telangana,Nizamabad,Ayileni Vikram Reddy,M,39,General,IND,Violin,734,0,734,1553385,2019
Telangana,Nizamabad,Alloori Anil Kumar,M,27,General,IND,Laptop,416,0,416,1553385,2019
Telangana,Nizamabad,Alluri Limba Reddy,M,51,SC,IND,Bangles,662,0,662,1553385,2019
Telangana,Nizamabad,Akula Hanmandlu,M,41,General,IND,Basket Containing Fruits,1610,0,1610,1553385,2019
Telangana,Nizamabad,Are Sayanna,M,37,SC,IND,Batsman,851,0,851,1553385,2019
Telangana,Nizamabad,Armoor Sagar,M,34,General,IND,Battery Torch,1092,0,1092,1553385,2019
Telangana,Nizamabad,Asli Ganesh,M,29,ST,IND,Bead Necklace,2648,0,2648,1553385,2019
Telangana,Nizamabad,Ippa Lachanna,M,53,General,IND,Bicycle Pump,6096,0,6096,1553385,2019
Telangana,Nizamabad,Urumalla Laxma Reddy,M,57,General,IND,Binoculars,1673,0,1673,1553385,2019
Telangana,Nizamabad,Adamala Ravindhar Reddy,M,50,General,IND,Biscuit,1035,0,1035,1553385,2019
Telangana,Nizamabad,Eleti Mohan Reddy,M,36,General,IND,Black Board,366,0,366,1553385,2019
Telangana,Nizamabad,Eleti Malla Reddy,M,40,General,IND,Boat with Man and Sail,243,0,243,1553385,2019
Telangana,Nizamabad,Aleti Rajareddy,M,44,General,IND,Camera,1189,0,1189,1553385,2019
Telangana,Nizamabad,Anugu Thirumal,M,42,General,IND,Bread,366,0,366,1553385,2019
Telangana,Nizamabad,Enugu Mallesh,M,60,General,IND,Bread Toaster,233,0,233,1553385,2019
Telangana,Nizamabad,Enugu Rajeshwer,M,34,General,IND,Bricks,238,0,238,1553385,2019
Telangana,Nizamabad,Enugu Shanker,M,35,General,IND,Brief Case,1364,1,1365,1553385,2019
Telangana,Nizamabad,Eleti Laxma Reddy,M,41,General,IND,Apple,337,0,337,1553385,2019
Telangana,Nizamabad,Eleti Sanjeev Reddy,M,33,General,IND,Brush,250,0,250,1553385,2019
Telangana,Nizamabad,N. Omkar Reddy,M,29,General,IND,Cake,1142,0,1142,1553385,2019
Telangana,Nizamabad,Kandukala Shiva Kumar Goud,M,48,General,IND,Calculator,329,0,329,1553385,2019
Telangana,Nizamabad,Kanaka Pramod,M,33,SC,IND,Carrom Board,494,0,494,1553385,2019
Telangana,Nizamabad,Katipelly Kumar,M,30,General,IND,Cauliflower,1439,0,1439,1553385,2019
Telangana,Nizamabad,Katipelly Ramesh,M,34,General,IND,CCTV Camera,2535,0,2535,1553385,2019
Telangana,Nizamabad,Kamareddy Santosh,M,39,General,IND,Chain,625,0,625,1553385,2019
Telangana,Nizamabad,A. Karthik,M,29,General,IND,Tray,351,0,351,1553385,2019
Telangana,Nizamabad,Kunta Narayana Reddy,M,51,General,IND,Window,241,0,241,1553385,2019
Telangana,Nizamabad,Kumbala Sanjeeva Reddy,M,59,General,IND,Chakki,285,1,286,1553385,2019
Telangana,Nizamabad,Kondhapuram Narsaiah,M,48,General,IND,Chapati Roller,2089,0,2089,1553385,2019
Telangana,Nizamabad,Kommula Buchi Reddy,M,39,General,IND,Swing,183,0,183,1553385,2019
Telangana,Nizamabad,Kola Venkatesh,M,27,SC,IND,Helmet,209,0,209,1553385,2019
Telangana,Nizamabad,Kongari Sanjeev,M,35,General,IND,Chimney,133,0,133,1553385,2019
Telangana,Nizamabad,Kottala Mahendher,M,29,General,IND,Clip,199,0,199,1553385,2019
Telangana,Nizamabad,A. Gangadhar,M,43,General,IND,Coat,422,0,422,1553385,2019
Telangana,Nizamabad,N. Gangaram,M,46,SC,IND,Coconut Farm,281,0,281,1553385,2019
Telangana,Nizamabad,Ganga Reddy M.,M,46,General,IND,Colour Tray & Brush,318,0,318,1553385,2019
Telangana,Nizamabad,R. Gangareddy,M,44,General,IND,Almirah,352,0,352,1553385,2019
Telangana,Nizamabad,M. Gangareddy,M,49,General,IND,Bench,353,0,353,1553385,2019
Telangana,Nizamabad,K. Ganga Reddy,M,44,General,IND,Computer,844,0,844,1553385,2019
Telangana,Nizamabad,G. C. Gangareddy,M,52,General,IND,Computer Mouse,936,0,936,1553385,2019
Telangana,Nizamabad,P. Ganga Reddy,M,41,SC,IND,Cube,459,0,459,1553385,2019
Telangana,Nizamabad,Gangasaram Raja Reddy,M,45,General,IND,Cup & Saucer,458,0,458,1553385,2019
Telangana,Nizamabad,Gajjala Sai Prasad,M,39,General,IND,Cutting Pliers,203,0,203,1553385,2019
Telangana,Nizamabad,Gadkole Ramesh,M,37,General,IND,Diamond,878,0,878,1553385,2019
Telangana,Nizamabad,Gaddam Gangareddy,M,57,General,IND,Dish Antenna,173,0,173,1553385,2019
Telangana,Nizamabad,Gaddam Thirupathi,M,68,General,IND,Dolli,257,0,257,1553385,2019
Telangana,Nizamabad,Gaddam Purushotham,M,29,General,IND,Door Handle,125,0,125,1553385,2019
Telangana,Nizamabad,Gaddam Mohan,M,34,General,IND,Drill Machine,128,0,128,1553385,2019
Telangana,Nizamabad,Gaddam Rajendharreddy,M,32,General,IND,Dumbbells,115,0,115,1553385,2019
Telangana,Nizamabad,Gaddam Rajeshwar,M,37,General,IND,Ship,536,0,536,1553385,2019
Telangana,Nizamabad,Gundeti Srinivas,M,31,General,IND,Ear Rings,175,0,175,1553385,2019
Telangana,Nizamabad,Gujjula Ramesh,M,35,General,IND,Electric Pole,150,0,150,1553385,2019
Telangana,Nizamabad,Guradi Srinivas,M,45,General,IND,Envelope,167,0,167,1553385,2019
Telangana,Nizamabad,Goskula Mahesh Babu,M,26,General,IND,Can,254,0,254,1553385,2019
Telangana,Nizamabad,Chinthalapelly Ganga Reddy,M,49,General,IND,Extension Board,255,0,255,1553385,2019
Telangana,Nizamabad,Chinthalapelly Mohan,M,40,SC,IND,Football,797,0,797,1553385,2019
Telangana,Nizamabad,Chinthalapelly Raghupathi Reddy,M,41,General,IND,Football Player,676,0,676,1553385,2019
Telangana,Nizamabad,Chinnaiah Mukkera,M,35,General,IND,Petrol Pump,560,0,560,1553385,2019
Telangana,Nizamabad,J. Chinna Reddy,M,43,General,IND,Frock,512,0,512,1553385,2019
Telangana,Nizamabad,Chilkuri Ganganna,M,41,General,IND,Frying Pan,184,0,184,1553385,2019
Telangana,Nizamabad,M. Jeevan Reddy,M,34,General,IND,Funnel,212,0,212,1553385,2019
Telangana,Nizamabad,Jaidi Chinna Gangaram,M,42,General,IND,Ganna Kisan,153,0,153,1553385,2019
Telangana,Nizamabad,Tankasala Vinay,M,28,SC,IND,Gas Cylinder,170,0,170,1553385,2019
Telangana,Nizamabad,Dabba Raja Reddy,M,48,General,IND,Gas Stove,312,0,312,1553385,2019
Telangana,Nizamabad,Talari Suman,M,32,SC,IND,Gift Pack,258,0,258,1553385,2019
Telangana,Nizamabad,Thirupathi Reddy Pannala,M,41,General,IND,Bat,282,2,284,1553385,2019
Telangana,Nizamabad,Theegala Ashok Reddy,M,45,General,IND,Ginger,489,0,489,1553385,2019
Telangana,Nizamabad,Theegala Tirupathi Reddy,M,44,General,IND,Gramophone,399,0,399,1553385,2019
Telangana,Nizamabad,Theegala Rajeshwar,M,45,General,IND,Green Chilli,215,0,215,1553385,2019
Telangana,Nizamabad,Theetla Anil,M,27,General,IND,Hand Cart,351,0,351,1553385,2019
Telangana,Nizamabad,Tummala Naveen,M,30,General,IND,Harmonium,710,0,710,1553385,2019
Telangana,Nizamabad,Turaga Narsareddy,M,45,General,IND,Wallet,920,0,920,1553385,2019
Telangana,Nizamabad,Turpu Pedda Gangaram,M,54,SC,IND,Head Phone,2172,0,2172,1553385,2019
Telangana,Nizamabad,Thota Srinivas,M,38,SC,IND,Helicopter,2467,0,2467,1553385,2019
Telangana,Nizamabad,Thorthi Ganga Reddy,M,39,General,IND,Hockey & Ball,548,0,548,1553385,2019
Telangana,Nizamabad,K. Divakar,M,25,General,IND,Hour Glass,338,0,338,1553385,2019
Telangana,Nizamabad,Devanna Pindi,M,68,General,IND,Immersion Rod,213,0,213,1553385,2019
Telangana,Nizamabad,Doddi Kindi Lingareddy,M,51,General,IND,Chess Board,211,0,211,1553385,2019
Telangana,Nizamabad,Natta Bhavanna,M,42,SC,IND,Jackfruit,266,0,266,1553385,2019
Telangana,Nizamabad,Nadisharam Mallaiah,M,40,General,IND,Kettle,418,0,418,1553385,2019
Telangana,Nizamabad,G. Narsaiah,M,54,SC,IND,Key,325,0,325,1553385,2019
Telangana,Nizamabad,Narsaiah Akkagari,M,42,General,IND,Kitchen Sink,1603,0,1603,1553385,2019
Telangana,Nizamabad,Nalimela Mahender,M,25,General,IND,Lady Finger,847,0,847,1553385,2019
Telangana,Nizamabad,Nalla Nadpi Muthanna,M,51,SC,IND,Lady Purse,652,0,652,1553385,2019
Telangana,Nizamabad,Nalla Balakishan,M,48,General,IND,Latch,431,0,431,1553385,2019
Telangana,Nizamabad,Nagulapally Devendar,M,36,General,IND,Bucket,665,0,665,1553385,2019
Telangana,Nizamabad,Neeradi Praveen,M,30,ST,IND,Letter Box,1057,0,1057,1553385,2019
Telangana,Nizamabad,Nemilla Linga Reddy,M,35,General,IND,Robot,2563,0,2563,1553385,2019
Telangana,Nizamabad,Nomula Gopal Reddy,M,27,General,IND,Ring,2592,0,2592,1553385,2019
Telangana,Nizamabad,Nomula Mohan Reddy,M,49,General,IND,Lighter,1364,0,1364,1553385,2019
